Assignee_Name,AC
"Matsushita Electric Industrial Co., Ltd.","Matsushita Electric Industrial Co., Ltd."
"Matsushita Electric Works, Ltd.","Matsushita Electric Works, Ltd."
"Matushita Electric Industrial Co., Ltd.","Matsushita Electric Industrial Co., Ltd."
Max Planck Society for the Advancement of Science,Max Planck Society For The Advancement Of Science
"Maxell Holdings, Ltd.","Maxell Holdings, Ltd."
Max-Planck-Gesellschaft zur Foerderung der Wissenschaften e.V.,Max-Planck-Gesellschaft Zur Foerderung Der Wissenschaften E.V.
MAX-Planck-Gesellschaft zur Forderung der Wissensc,Max Planck Society For The Advancement Of Science
Max-Planck-Gesellschaft zur Forderung der Wissenschaften e.V.,Max-Planck-Gesellschaft Zur Foerderung Der Wissenschaften E.V.
"MaxPower, Inc.","Maxpower, Inc."
Mazda Motor Corporation,Mazda Motor Corp
MB-80 Energy Corporation,Mb-80 Energy Corp
McMaster University,Mcmaster University
"Medtronic, Inc.","Medtronic, Inc."
MEDTRUM TECHNOLOGIES INC.,Medtrum Technologies Inc.
"Membrion, Inc.","Membrion, Inc."
Merck GmbH,Merck Patent Gmbh
Merck Patent Gesellschaft mit beschr&auml;nkter Haftung,Merck Patent Gmbh
Merck Patent GmbH,Merck Patent Gmbh
MHB Joint Venture,Mhb Joint Venture
"Micell Technologies, Inc.","Micell Technologies, Inc."
Michelin Recherche et Technique S.A.,Michelin Recherche Et Technique S.A.
Michigan Molecular Institute,Michigan Molecular Institute
Michigan State University,Michigan State University
"MICO CO., LTD.","Mico Co., Ltd."
MICO LTD.,"Mico Co., Ltd."
Microbatterie GmbH,Microbattery Gmbh
Microcell Corporation,Microcell Corp
"MicroCoating Technologies, Inc.","Microcoating Technologies, Inc."
Microconnect Corp.,Microconnect Corp.
"Micron Semiconductor, Inc.","Micron Semiconductor, Inc."
Micronas GmbH,Micronas Gmbh
MICROSOFT CORPORATION,Microsoft Corp
"Microvast New Materials (Huzhou) Co., Ltd.","Microvast New Materials (Huzhou) Co., Ltd."
"MICROVAST NEW MATERIALS(HUZHOU)CO., LTD.","Microvast New Materials (Huzhou) Co., Ltd."
"Microvast Power Systems Co., Ltd.","Microvast Power System Co., Ltd."
Midwest Research Institute,Midwest Research Institute
Mie Industry and Enterprise Support Center,Mie Industry And Enterprise Support Center
MIE UNIVERSITY,Mie University
"Millibatt, Inc.","Millibatt, Inc."
Ming Chi University of Technology,Ming Chi University Of Technology
Ming Chuan University,Ming Chuan University
Minipumps LLC,Minipumps Llc
Minnesota Mining and Manufacturing,Minnesota Mining And Manufacturing Co
Minnesota Mining and Manufacturing Company,Minnesota Mining And Manufacturing Co
Minolta Camera Kabushiki Kaisha,Minolta Camera K.K.
Mission Motor Co,Mission Motor Co
"Mistubishi Petrochemical Co., Ltd.","Mistubishi Petrochemical Co., Ltd."
"Mitsubishi Cable Industries, Ltd.",Mitsubishi Cable Industries Ltd.
Mitsubishi Chemical Corporation,Mitsubishi Chemical Corp
Mitsubishi Denki Kabushiki Kaisha,Mitsubishi Denki K.K.
"MITSUBISHI GAS CHEMICAL COMPANY, INC.","Mitsubishi Gas Chemical Co, Inc."
"Mitsubishi Heavy Industries, Ltd.","Mitsubishi Heavy Industries, Ltd."
"MITSUBISHI HITACHI POWER SYSTEMS, LTD.","Mitsubishi Hitachi Power Systems, Ltd."
Mitsubishi Jukogyo Kabushiki Kaisha,Mitsubishi Jukogyo K.K.
Mitsubishi Kasei Corporation,Mitsubishi Kasei Corp
Mitsubishi Materials Corporation,Mitsubishi Materials Corp
Mitsubishi Paper Mills Limited,Mitsubishi Paper Mills Ltd
"Mitsubishi Petrochemical Co., Ltd.","Mitsubishi Petrochemical Co., Ltd."
"Mitsubishi Plastics, Inc.","Mitsubishi Plastics, Inc."
"Mitsubishi Rayon Co., Ltd.","Mitsubishi Rayon Co., Ltd."
"Mitsui & Co., Ltd.","Mitsui & Co., Ltd."
"MITSUI CHEMICALS, INC.","Mitsui Chemicals, Inc."
"Mitsui Mining & Smelting Co., Ltd.","Mitsui Mining & Smelting Co., Ltd."
"Mitsui Petrochemical Industries, Ltd","Mitsui Petrochemical Industries, Ltd"
Mobil Oil Corporation,Mobil Oil Corp
"Molecular Rebar Design, LLC","Molecular Rebar Design, Llc"
Moltech Corporation,Moltech Corp
Momentive Performance Materials Inc.,Momentive Performance Materials Inc.
Monash University,Monash University
Morgan Crucible Co PLC,Morgan Crucible Co Plc
"MORIMURA SOFC TECHNOLOGY CO., LTD.","Morimura Sofc Technology Co., Ltd."
Morphic Technologies AB,Morphic Technologies Ab
Morphic Technologies Aktiebolag (Publ.),Morphic Technologies Ab
"Mosaic Energy, LLC","Mosaic Energy, Llc"
MO-SCI Corporation,Mo-Sci Corp
"Motorola Mobility, Inc.","Motorola Mobility, Inc."
"Motorola, Inc.","Motorola, Inc."
"Motorola, Inc.,","Motorola, Inc."
MSA Europe GmbH,Msa Europe Gmbh
MTEK-SMART CORPORATION,Mtek-Smart Corp
MTI MicroFuel Cells Inc.,Mti Microfuel Cells Inc.
Mtu Cfc Solutions GmbH,Mtu Cfc Solutions Gmbh
"Murata Manufacturing Co., Ltd","Murata Manufacturing Co., Ltd."
"Murata Manufacturing Co., Ltd.","Murata Manufacturing Co., Ltd."
Murata Manufacturing Inc.,"Murata Manufacturing Co., Ltd."
N. E. Chemcat Corporation,N.E. Chemcat Corp
N.E. CHEMCAT CORPORATION,N.E. Chemcat Corp
"Na4B, LLC","Na4B, Llc"
NAGASE CHEMTEX CORPORATION,Nagase Chemtex Corp
Nagoya Industrial Science Research Institute,Nagoya Industrial Science Research Institute
NAGOYA INSTITUTE OF TECHNOLOGY,Nagoya Institute Of Technology
"NAKASHIMA SANGYO CO., LTD.","Nakashima Sangyo Co., Ltd."
Namics Corporation,Namics Corp
NAN YA PLASTICS CORPORATION,Nan Ya Plastics Corp.
Nan Ya Plastics Corporation.,Nan Ya Plastics Corp.
Nanjing Tech University,Nanjing Tech University
NANJING UNIVERSITY OF TECHNOLOGY,Nanjing Tech University
Nano and Advanced Materials Institute Limited,Nano And Advanced Materials Institute Ltd
"NANO-C, INC.","Nano-C, Inc."
"NanoDynamics Energy, Inc.","Nanodynamics Energy, Inc."
NanoEnergy Corporation,Nanoenergy Corp
NanoGram Corporation,Nanogram Corp
"Nanophil Co., Ltd.","Nanophil Co., Ltd."
NanoProducts Corp.,Nanoproducts Corp
NanoProducts Corporation,Nanoproducts Corp
Nanostar Inc.,"Nanostar, Inc."
"Nanostar, Inc.","Nanostar, Inc."
"Nanotek Instruments, Inc","Nanotek Instruments, Inc."
"Nanotek Instruments, Inc.","Nanotek Instruments, Inc."
NANYANG TECHNOLOGICAL UNIVERSITY,Nanyang Technological University
National Central University,National Central University
NATIONAL CHENG KUNG UNIVERSITY,National Cheng Kung University
"National Energy Technology Co., Ltd.",National Cheng Kung University
"National Engineering Research Center of Advanced Energy Storage Materials (Shenzhen) Co., Ltd","National Engineering Research Center Of Advanced Energy Storage Materials (Shenzhen) Co., Ltd"
National Inst of Adv Industrial Science and Tech.,National Institute Of Advanced Industrial Science And Technology
National Institute For Material Science,National Institute For Materials Science
National Institute For Materials Science,National Institute For Materials Science
National Institute of Advanced Industrial Science and Technology,National Institute Of Advanced Industrial Science And Technology
NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,National Institute Of Standards And Technology
National Institute of Standards and Technology (NIST),National Institute Of Standards And Technology
NATIONAL INSTITUTE OF TECHNOLOGY,National Institute Of Technology
National Research Council of Canada,National Research Council Of Canada
National Science Council,National Science Council
National Sun Yat-Sen University,National Sun Yat-Sen University
NATIONAL SUN YAT-SEN UUNIVERSITY,National Sun Yat-Sen University
NATIONAL SYNCHROTRON RADIATION RESEARCH CENTER,National Synchrotron Radiation Research Center
National Taipei University of Technology,National Taipei University Of Technology
National Taiwan University,National Taiwan University
National Taiwan University of Science and Technology,National Taiwan University Of Science And Technology
National Technology & Engineering Solutions of Sandia LLC,"National Technology & Engineering Solutions Of Sandia, Llc"
"National Technology & Engineering Solutions of Sandia, LLC","National Technology & Engineering Solutions Of Sandia, Llc"
National Tsing Hua University,National Tsing Hua University
NATIONAL UNIVERSITY CORPORATION,National University Corp
NATIONAL UNIVERSITY CORPORATION GUNMA UNIVERSITY,National University Corp Gunma University
National University Corporation Hokkaido University,National University Corp Hokkaido University
NATIONAL UNIVERSITY CORPORATION MIE UNIVERSITY,National University Corp Mie University
NATIONAL UNIVERSITY CORPORATION NAGOYA INSTITUTE OF TECHNOLOGY,National University Corp Nagoya University
NATIONAL UNIVERSITY CORPORATION NAGOYA UNIVERSITY,National University Corp Nagoya University
NATIONAL UNIVERSITY CORPORATION SHIZUOKA UNIV.,National University Corp Shizuoka University
National University Corporation Shizuoka University,National University Corp Shizuoka University
NATIONAL UNIVERSITY CORPORATION TOKYO UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,National University Corp Tokyo University Of Agriculture And Technology
National University Corporation TOYOHASHI UNIVERSITY OF TECHNOLOGY,Toyohashi University Of Technology 
National University Corporation Yamagata University,National University Corp Yamagata University
National University Corporation Yamaguchi University,National University Corp Yamagata University
National University Corporation Yokohama Iwate University,National University Corp Yamagata University
National University Corporation Yokohama National University,National University Corp Yokohama National University
"NATIONAL UNIVERSITY CORPORATION, IWATE UNIVERSITY",National University Corp Yokohama Iwate University
NATIONAL UNIVERSITY OF DEFENSE TECHNOLOGY,National University Of Defense Technology
National University of Singapore,National University Of Singapore
Natrion LLC,Natrion Llc
"NAVITAS SYSTEMS, LLC","Navitas Systems, Llc"
"Neah Power Systems, Inc.","Neah Power Systems, Inc."
NEC Coporation,Nec Corp
NEC Corporation,Nec Corp
NEC Energy Devices Ltd,"Nec Energy Devices, Ltd."
"NEC Energy Devices, Ltd.","Nec Energy Devices, Ltd."
NEC Moli Energy Corporation,Nec Moli Energy Corp
NEC Personal Products,Nec Corp
NEC TOKIN CORPORATION,"Nec Tokin Tochigi, Ltd."
"NEC Tokin Tochigi, Ltd.","Nec Tokin Tochigi, Ltd."
Nedarlandse Organisatie voor toegepast-natuurwetenschappelijk onderzoek TNO,De Nederlandse Organisatie Voor Toegepast-Natuurwetenschappelijk Onderzoek (Tno)
Nederlandse Organisatie voor toegepast- natuurwetenschappelijk onderzoek TNO,De Nederlandse Organisatie Voor Toegepast-Natuurwetenschappelijk Onderzoek (Tno)
Nederlandse Organisatie voor toegepast-natuurweten onderzoek TNO,De Nederlandse Organisatie Voor Toegepast-Natuurwetenschappelijk Onderzoek (Tno)
Nederlandse Organisatie voor toegepast-natuurwetenschappelijk onderzoek TNO,De Nederlandse Organisatie Voor Toegepast-Natuurwetenschappelijk Onderzoek (Tno)
Nederlandse Organisatie voor toegepast—natuurwetenschappelijk onderzoek TNO,De Nederlandse Organisatie Voor Toegepast-Natuurwetenschappelijk Onderzoek (Tno)
NEDERLANDSE ORGANISATIE VOOR TOEGEPAST-NATUURWETENSCHAPPELIJKONDERZOEK TNO,De Nederlandse Organisatie Voor Toegepast-Natuurwetenschappelijk Onderzoek (Tno)
"Ness Co., Ltd.","Ness Co., Ltd."
"Ness Energy Co., Ltd.","Ness Energy Co., Ltd."
NEW ENERDAY GMBH,"Ness Energy Co., Ltd."
New Mexico Tech Foundation,New Mexico Tech Foundation
New Mexico Technical Foundation,New Mexico Tech Foundation
Newsouth Innovations PTY Limited,Newsouth Innovations Pty Ltd
"Nexant, Inc.","Nexant, Inc."
"Nextech Batteries, Inc.","Nextech Batteries, Inc."
"NexTech Materials, Ltd.","Nextech Materials, Ltd."
NexTech Materials. Ltd.,"Nextech Materials, Ltd."
"NGK Insulators, Ltd.","Ngk Insulators, Ltd."
"NGK Spark Plug Co., Ltd.","Ngk Spark Plug Co., Ltd."
NICHIA CORPORATION,Nichia Corp
"NIHON SPINDLE MANUFACTURING CO., LTD.","Nihon Spindle Manufacturing Co., Ltd."
NINGDE AMPEREX TECHNOLOGY LIMITED,Ningde Amperex Technology Ltd
"Nippon Chemical Denshi Co., Ltd.","Nippon Chemical Denshi Co., Ltd."
"NIPPON ELECTRIC GLASS CO., LTD.","Nippon Electric Glass Co.,Ltd."
"Nippon Electric Glass Co.,Ltd.","Nippon Electric Glass Co.,Ltd."
Nippon Kayaku Kabushiki Kaisha,Nippon Kayaku Kk
Nippon Kodoshi Corporation,Nippon Kodoshi Corp
"Nippon Nyukazai Co., Ltd.","Nippon Nyukazai Co., Ltd."
"Nippon Oil Co., Ltd.","Nippon Oil Co., Ltd."
Nippon Sheet Glass Co Ltd,"Nippon Sheet Glass Co., Ltd."
"Nippon Sheet Glass Co., Ltd.","Nippon Sheet Glass Co., Ltd."
"Nippon Sheet Glass Company , Limited","Nippon Sheet Glass Co., Ltd."
"NIPPON SHEET GLASS COMPANY, LIMITED","Nippon Sheet Glass Co., Ltd."
"Nippon Shokubai Co., Ltd.","Nippon Shokubai Co., Ltd."
"NIPPON SHOUKUBAI CO., LTD.","Nippon Shokubai Co., Ltd."
"NIPPON SODA CO., LTD","Nippon Soda Co., Ltd."
"Nippon Soda Co., Ltd.","Nippon Soda Co., Ltd."
"NIPPON STEEL & SUMIKIN CHEMICAL CO., LTD.","Nippon Steel &Material Co., Ltd."
NIPPON STEEL & SUMITOMO METAL CORPORATION,Nippon Steel & Sumitomo Metal Corp
"NIPPON STEEL CHEMICAL & MATERIAL CO., LTD.","Nippon Steel Chemical & Material Co., Ltd."
"Nippon Steel Chemical Co., Ltd.","Nippon Steel Chemical & Material Co., Ltd."
NIPPON STEEL CORPORATION,Nippon Steel Corp
"NIPPON STREEL CHEMICAL CO., LTD","Nippon Steel Chemical Co., Ltd."
Nippon Telegraph and Telephone Corporation,Nippon Telegraph And Telephone Corp
Nippon Telegraph and Telephone Public Corporation,Nippon Telegraph And Telephone Public Corp
Nippon Unicar Company Limited,Nippon Unicar Co Ltd
"Nippondenso Co., Ltd.","Nippondenso Co., Ltd."
NISSAN CHEMICAL CORPORATION,"Nissan Chemical Industries, Ltd."
"NISSAN CHEMICAL INDUSTRIES, LTD.","Nissan Chemical Industries, Ltd."
"NISSAN MOTOR CO., LTD","Nissan Motor Co., Ltd."
"Nissan Motor Co., Ltd.","Nissan Motor Co., Ltd."
"NISSAN MOTOR CO.,LTD.","Nissan Motor Co., Ltd."
"NISSAN NORTH AMERICA, INC.","Nissan North America, Inc."
"Nisshin Steel Co., Ltd.","Nisshin Steel Co., Ltd."
NISSHINBO HOLDINGS INC.,Nisshinbo Holdings Inc.
Nisshinbo Industries Inc.,"Nisshinbo Industries, Inc."
"Nisshinbo Industries, Inc","Nisshinbo Industries, Inc."
"Nisshinbo Industries, Inc.","Nisshinbo Industries, Inc."
"Nissihinbo Industries, Inc.","Nisshinbo Industries, Inc."
"NISSIN ELECTRIC CO., LTD.","Nissin Electric Co., Ltd."
NISSON MOTOR CO. LTD.,"Nissan Motor Co., Ltd."
NITECH S. A.,"Unitech Electronics Co., Ltd."
Nitto Denko Corporation,Nitto Denko Corp
"NK Technologies, LLC","Nk Technologies, Llc"
NKK Corporation,Nkk Corp
Noboru OYAMA,Nkk Corp
NOF Corporation,Nok Corp
"NOHMS Technologies, Inc.","Nohms Technologies, Inc."
NOK Corporation,Nok Corp
Nokia Corporation,Nok Corp
Nokia OYJ,Nokia Technologies Oy
Nokia Technologies Oy,Nokia Technologies Oy
North Carolina State University,North Carolina State University
Northeastern University,Northeastern University
"Northeastern University, Boston",Northeastern University
Northrop Grumman Corp,Northrop Grumman Corp
NORTHWEST METTECH CORP.,Northwest Mettech Corp.
NORTHWEST METTECH CORPORATION,Northwest Mettech Corp.
Northwestern University,Northwestern University
Nrgtek Inc.,Nrgtek Inc.
"NRGTEK, Inc.",Nrgtek Inc.
NthDegree Technologies Worldwide Inc.,Nthdegree Technologies Worldwide Inc.
"NTK Powerdex, Inc.","Ntk Powerdex, Inc."
NTTO DENKO CORPORATION,Nitto Denko Corp
NuCellSys GmbH,Nucellsys Gmbh
Nuvera Fuel Cells Europe S.R.L.,"Nuvera Fuel Cells, Llc"
Nuvera Fuel Cells Europe S.r.l. de Nora Electrodi S.p.A.,"Nuvera Fuel Cells, Llc"
"NUVERA FUEL CELLS, INC.","Nuvera Fuel Cells, Llc"
"Nuvera Fuel Cells, LLC","Nuvera Fuel Cells, Llc"
NVIDIA CORPORATION,Nvidia Corp
NXP B.V.,Nxp B.V.
"Oak Ridge Micro-Energy, Inc.","Oak Ridge Micro-Energy, Inc."
Oerlikon Advanced Technologies AG,Oerlikon Advanced Technologies Ag
OERLIKON BALZERS AG,Oerlikon Advanced Technologies Ag
Ogron Ontwikkeling Ibv,Ogron Ontwikkeling Ibv
Ohara Inc.,Ohara Inc.
"Ohara, Inc.",Ohara Inc.
Ohio State Innovation Foundation,Ohio State Innovation Foundation
Ohio University,Ohio University
Olivetti Personal Computer S.p.A.,Olivetti Personal Computer S.P.A.
Olivetti Personal Computers S.p.A.,Olivetti Personal Computer S.P.A.
OLYMPUS CORPORATION,Olympus Corp
"OMEGA ENERGY SYSTEMS, LLC","Omega Energy Systems, Llc"
OMG AG & Co. KG,Omg Ag & Co. Kg
OMG AG &amp; Co. KG,Omg Ag & Co. Kg
ONED MATERIAL LLC,"Oned Material, Llc"
"OneD Material, LLC","Oned Material, Llc"
Oorja Protonics,Oorja Protonics
Open Text S.A.,Open Text S.A.
Open Text SA ULC,Open Text Sa Ulc
"OPTIMUM BATTERY CO., LTD.","Optimum Battery Co., Ltd."
"OPTIMUMNANO ENERGY CO., LTD.","Optimumnano Energy Co.,Ltd "
"OptimumNano Energy CO.,LTD ","Optimumnano Energy Co.,Ltd "
OPTODOT CORPORATION,Optodot Corp
Oronzio de Nora Impianti Elettrochimici S.p.A.,Oronzio De Nora Impianti Elettrochimici S.P.A.
Osaka City University,Osaka City University
"Osaka Gas Co., Ltd.",Osaka Gas Co Ltd
Osaka Gas Company Limited,Osaka Gas Co Ltd
"Osaka Gas, Co., Ltd.",Osaka Gas Co Ltd
OSAKA PREFECTURE UNIVERSITY PUBLIC CORPORATION,Osaka Prefecture University Public Corp
OSAKA PREFECTURE UNIVERSITY PUBLIC CORPORTION,Osaka Prefecture University Public Corp
OSAKA RESEARCH INSTITUTE OF INDUSTRIAL SCIENCE AND TECHNOLOGY,Osaka Research Institute Of Industrial Science & Technology
"OSAKA SODA CO., LTD.","Osaka Soda Co., Ltd."
OSAKA UNIVERSITY,Osaka University 
Osaka University ,Osaka University 
"Osmonics, Inc.","Osmonics, Inc."
Oticon A/S,Oticon A/S
Otsuka Kagaku Kabushiki Kaisha,Otsuka Kagaku K.K.
"Ovonic Battery Company, Inc.","Ovonic Battery Co, Inc."
Oxis Energy Limited,Oxis Energy Ltd
"OXIS ENERGY, LTD.",Oxis Energy Ltd
"Pacesetter, Inc.","Pacesetter, Inc."
Palo Alto Research Center Incorporated,"Palo Alto Research Center, Inc"
"Panasanic Intellectual Property Management Co., Ltd.","Panasanic Intellectual Property Management Co., Ltd."
Panasonic Corporation,Panasonic Corp
"PANASONIC INTELLECTUAL PROPERTY MAMAGEMENT CO., LTD.","Panasonic Intellectual Property Management Co., Ltd."
PANASONIC INTELLECTUAL PROPERTY MANAGEMENT,"Panasonic Intellectual Property Management Co., Ltd."
Panasonic Intellectual Property Management Co. Ltd.,"Panasonic Intellectual Property Management Co., Ltd."
"PANASONIC INTELLECTUAL PROPERTY MANAGEMENT CO., LTD.","Panasonic Intellectual Property Management Co., Ltd."
"PANASONIC INTELLECTUAL PROPRETY MANAGEMENT CO., LTD.","Panasonic Intellectual Property Management Co., Ltd."
"Panasonic Intellecual Property Management Co., Ltd.","Panasonic Intellectual Property Management Co., Ltd."
"Panasonic Intelletual Property Management Co., Ltd.","Panasonic Intellectual Property Management Co., Ltd."
"Panasonics Intellectual Property Management Co., Ltd.","Panasonic Intellectual Property Management Co., Ltd."
"Parallel Solutions, Inc.","Parallel Solutions, Inc."
Patterning Technologies Limited,Patterning Technologies Ltd
Paul Scherrer Institut,Paul Scherrer Institut
"PBI Performance Products, Inc.","Pbi Performance Products, Inc."
Pechiney Recherche,Pechiney Recherche
Peking University Shenzhen Graduate School,Peking University Shenzhen Graduate School
Pemeas GmbH,Pemeas Gmbh
Penn State Research Foundation,Penn State Research Foundation
Permelec Electrode Ltd.,Permelec Electrode Ltd.
PEUGEOT CITROEN AUTOMOBILES S.A.,Peugeot Citroen Automobiles Sa
Peugeot Citroen Automobiles SA,Peugeot Citroen Automobiles Sa
"pH Matter, LLC","Ph Matter, Llc"
Philips 66 Company,Phillips 66 Co
Phillips 66 Company,Phillips 66 Co
Phoenix Analysis and Design Technologies,Phoenix Analysis And Design Technologies
"Phoenix Innovation, Inc.","Phoenix Innovation, Inc."
PHOSTECH LITHIUM INC.,Phostech Lithium Inc.
Physical Sciences Inc.,"Physical Sciences, Inc."
"Physical Sciences, Inc.","Physical Sciences, Inc."
Piersica Inc.,Piersica Inc.
"Pinnacle Research Institute, Inc.","Pinnacle Research Institute, Inc."
"PIOTREK CO., LTD.","Piotrek Co., Ltd."
Pirelli & C. S.p.A.,Pirelli & C. S.P.A.
Plansee Composite Materials GmbH,Plansee Composite Materials Gmbh
Plansee SE,Plansee Se
Platforma Online Ltd,Platforma Online Ltd
Plug Power Inc.,Plug Power Inc.
Plug Power L.L.C.,Plug Power Inc.
"Plug Power, Inc.",Plug Power Inc.
"Plug Power, L.L.C.",Plug Power Inc.
Plurion Limited,Plurion Ltd
PneumatiCoat Technologies LLC,Pneumaticoat Technologies Llc.
Pneumaticoat Technologies LLC.,Pneumaticoat Technologies Llc.
POCELL TECH LTD.,"Policell Technologies, Inc."
"Policell Technologies, Inc.","Policell Technologies, Inc."
POLITECNICO DI TORINO,Politecnico Di Torino
"POLYBATT MATERIALS CO., LTD.","Polybatt Materials Co., Ltd."
Polyceed Inc.,"Polyceed, Inc."
"Polyceed, Inc.","Polyceed, Inc."
"Polyfuel, Inc","Polyfuel, Inc."
"Polyfuel, Inc.","Polyfuel, Inc."
"Polyfuel,Inc.","Polyfuel, Inc."
"Polymatech Co., Ltd.","Polymatech Co., Ltd."
POLYMATERIALS AG,Polymaterials Ag
"PolyPlus Battery Co., Inc.",Polyplus Battery Co
PolyPlus Battery Company,Polyplus Battery Co
"PolyPlus Battery Company, Inc.",Polyplus Battery Co
POLYPLUS BATTERY CORPORATION,Polyplus Battery Co
PolyStor Corporation,Polystor Corp
Polytechnic University,Polytechnic University
"POROUS POWER TECHNOLGIES, LLC.","Porous Power Technologies, Llc"
"POROUS POWER TECHNOLOGIES, LLC","Porous Power Technologies, Llc"
POSCO,"Posco Energy Co., Ltd."
"Posco Energy Co., Ltd.","Posco Energy Co., Ltd."
"POSITEC POWER TOOLS (SUZHOU) CO., LTD","Positec Power Tools (Suzhou) Co., Ltd."
"Positec Power Tools (Suzhou) Co., Ltd.","Positec Power Tools (Suzhou) Co., Ltd."
Postech Academy-Industry Foundation,Postech Academy-Industry Foundation
"Power Conversion, Inc.","Power Conversion, Inc."
"POWER IV, Inc.","Power Iv, Inc."
Power to Hydrogen LLC,"Power To Hydrogen, Llc"
"Power to Hydrogen, LLC","Power To Hydrogen, Llc"
Powerdisc Development Corp Ltd,Powerdisc Development Corp Ltd
PowerZyme Inc,Powerzyme Inc
Powin Energy Corp.,Powin Energy Corp.
Powin Energy Corporation,Powin Energy Corp.
"PPG Industries Ohio, Inc.","Ppg Industries Ohio, Inc."
"PPG Industries, Inc.","Ppg Industries, Inc."
PRAUNHOFER-GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG,Fraunhofer-Gesellschaft Zur Förderung Der Angewandten Forschung E. V.
"Praxair Technology, Inc.","Praxair Technology, Inc."
President and Fellows of Harvard College,President And Fellows Of Harvard College
"Prieto Battery, Inc.","Prieto Battery, Inc."
Printed Energy Pty Ltd,Printed Energy Pty Ltd
Prologium Holding Inc.,Prologium Holding Inc.
"PROLOGIUM TECHNOLOGY CO., LTD.","Prologium Technology Co., Ltd."
Promerus LLC,"Promerus, Llc"
"Promerus, LLC","Promerus, Llc"
"Proton Energy Systems, Inc","Proton Energy Systems, Inc"
"Proton Energy Systems, Inc.","Proton Energy Systems, Inc"
Proton Motor Fuel Cell GmbH,Proton Motor Fuel Cell Gmbh
Purdue Research Foundation,Purdue Research Foundation
Qinetiq Limited,Qinetiq Ltd
"QINGTAO (KUNSHAN) ENERGY DEVELOPMENT CO., LTD.","Qingtao (Kunshan) Energy Development Co., Ltd."
"QUALCOMM MEMS TECHNOLOGIES, INC.","Qualcomm Technologies, Inc."
"Qualcomm Technologies, Inc.","Qualcomm Technologies, Inc."
Quallion LLC,Quallion Llc
"QUANTUM LEAP TECHNOLOG Y, INC.","Quantum Leap Technology, Inc."
Quantum Leap Technology,"Quantum Leap Technology, Inc."
"Quantum Leap Technology, Inc.","Quantum Leap Technology, Inc."
"QuantumScape Battery, Inc.","Quantumscape Battery, Inc."
Quantumscape Corp.,Quantumscape Corp
QuantumScape Corporation,Quantumscape Corp
QuestAir Technologies Inc.,"Quest-Air Technology Phils., Inc."
"QuestAir Technologies, Inc.","Quest-Air Technology Phils., Inc."
"Quest-Air Technology Phils., Inc.","Quest-Air Technology Phils., Inc."
R.R. Donnelley & Sons Company,R.R. Donnelley & Sons Co
RAMOT AT TEL-AVIV UNIVERSITY LTD.,Ramot At Tel-Aviv University Ltd.
Ramot University Authority for Applied Research &amp; Industrial Development Ltd.,Ramot University Authority For Applied Research & Industrial Development Ltd.
R-CUBE ENERGY STORAGE SYSTEM LLP,R-Cube Energy Storage System Llp
"Recapping, Inc.","Recapping, Inc."
Rechargeable Battery Corp.,Rechargeable Battery Corp.
Rechargeable Battery Corporation,Rechargeable Battery Corp.
Regents of the University of California,Regents Of The University Of California
Regents of the University of Minnesota,Regents Of The University Of Minnesota
"Regents, University of California",Regents Of The University Of California
"REKRIX CO., LTD.","Rekrix Co., Ltd."
"Relion, Inc.","Relion, Inc."
RENAULT S.A.S.,Renault Sa
Renault SA,Renault Sa
Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute
"Repsol, S. A.","Repsol, S. A."
"REPSOL, S.A.","Repsol, S. A."
Research & Business Foundation Sungkyunkwan University,Sungkyunkwan University Research & Business Foundation
Research Foundation of the City University of New York,Research Foundation Of The City University Of New York
RESEARCH INSTITUTE OF INDUSTRIAL SCIENCE & TECHNOLOGY,Research Institute Of Industrial Science & Technology
ReVolt Technology Ltd.,"Revolt Technology, Ltd"
"ReVolt Technology, Ltd","Revolt Technology, Ltd"
Rhein Chemie Rheinau GmbH,Rhein Chemie Rheinau Gmbh
Rhodia Chimie,Rhodia Chimie
RHODIA OPERATIONS,Rhodia PPMC SAS
Rhodia Operations SAS,Rhodia PPMC SAS
Richards Engineering,Richards Engineering
RICOH COMPANY . LTD.,"Ricoh Co, Ltd."
"Ricoh Company, Ltd","Ricoh Co, Ltd."
"RICOH COMPANY, LTD.","Ricoh Co, Ltd."
RIKEN,"Ricoh Co, Ltd."
"Riken Keiki Co., Ltd.","Riken Keiki Co., Ltd."
"RISING CHEMICAL CO., LTD.","Rising Chemical Co., Ltd."
"Robert Bosch Battery Systems, LLC","Robert Bosch Battery Systems, Llc"
Robert Bosch GmbH,Robert Bosch Gmbh
"Rocket Electric Co., Ltd","Rocket Electric Co., Ltd"
Rockwell International Corporation,Rockwell International Corp
Rockwood Lithium GmbH,Rockwood Lithium Gmbh
Rohm and Haas Company,Rohm And Haas Co
Rolls-Royce and Associates Limited,Rolls-Royce And Associates Ltd
ROLLS-ROYCE FUEL CELL SYSTEMS LIMITED,Rolls-Royce And Associates Ltd
Rolls-Royce plc,Rolls-Royce Plc
"ROUTE JD, INC.",Routejade Inc.
ROUTEJADE INC.,Routejade Inc.
Rowan University,Rowan University
